<ACTIGRAPH ID=38370>
"PAXSTAT"	"PAXCAL"	"PAXDAY"	"PAXN"	"PAXHOUR"	"PAXMINUT"	"PAXINTEN"	"PAXSTEP"
2	2	2	1	0	0	5400	0
2	2	2	2	0	1	5367	0
2	2	2	3	0	2	5379	0
2	2	2	4	0	3	5154	0
2	2	2	5	0	4	5342	0
2	2	2	6	0	5	5371	0
2	2	2	7	0	6	5400	0
2	2	2	8	0	7	5400	0
2	2	2	9	0	8	5463	0
2	2	2	10	0	9	5460	0
2	2	2	11	0	10	5443	0
2	2	2	12	0	11	5400	0
2	2	2	13	0	12	5396	0
2	2	2	14	0	13	5423	0
2	2	2	15	0	14	5401	0
2	2	2	16	0	15	5400	0
2	2	2	17	0	16	5436	0
2	2	2	18	0	17	5914	0
2	2	2	19	0	18	5897	0
2	2	2	20	0	19	5554	0
2	2	2	21	0	20	5428	0
2	2	2	22	0	21	5783	0
2	2	2	23	0	22	5586	0
2	2	2	24	0	23	5447	0
2	2	2	25	0	24	5400	0
2	2	2	26	0	25	5389	0
2	2	2	27	0	26	5483	0
2	2	2	28	0	27	5529	0
2	2	2	29	0	28	5409	0
2	2	2	30	0	29	5421	0
2	2	2	31	0	30	5408	0
2	2	2	32	0	31	5400	0
2	2	2	33	0	32	5400	0
2	2	2	34	0	33	5400	0
2	2	2	35	0	34	5400	0
2	2	2	36	0	35	5401	0
2	2	2	37	0	36	5400	0
2	2	2	38	0	37	5400	0
2	2	2	39	0	38	5400	0
2	2	2	40	0	39	5400	0
2	2	2	41	0	40	5400	0
2	2	2	42	0	41	5400	0
2	2	2	43	0	42	5400	0
2	2	2	44	0	43	5400	0
2	2	2	45	0	44	5400	0
2	2	2	46	0	45	5406	0
2	2	2	47	0	46	5409	0
2	2	2	48	0	47	5394	0
2	2	2	49	0	48	5423	0
2	2	2	50	0	49	5432	0
2	2	2	51	0	50	5439	0
2	2	2	52	0	51	5400	0
2	2	2	53	0	52	5400	0
2	2	2	54	0	53	5421	0
2	2	2	55	0	54	5413	0
2	2	2	56	0	55	5421	0
2	2	2	57	0	56	5458	0
2	2	2	58	0	57	5628	0
2	2	2	59	0	58	5467	0
2	2	2	60	0	59	5479	0
2	2	2	61	1	0	5494	0
2	2	2	62	1	1	5400	0
2	2	2	63	1	2	5424	0
2	2	2	64	1	3	5457	0
2	2	2	65	1	4	5398	0
2	2	2	66	1	5	5441	0
2	2	2	67	1	6	5450	0
2	2	2	68	1	7	5412	0
2	2	2	69	1	8	5381	0
2	2	2	70	1	9	5400	0
2	2	2	71	1	10	5403	0
2	2	2	72	1	11	5400	0
2	2	2	73	1	12	5400	0
2	2	2	74	1	13	5396	0
2	2	2	75	1	14	5398	0
2	2	2	76	1	15	5400	0
2	2	2	77	1	16	5388	0
2	2	2	78	1	17	5392	0
2	2	2	79	1	18	5401	0
2	2	2	80	1	19	5400	0
2	2	2	81	1	20	5400	0
2	2	2	82	1	21	5400	0
2	2	2	83	1	22	5400	0
2	2	2	84	1	23	5400	0
2	2	2	85	1	24	5399	0
2	2	2	86	1	25	5433	0
2	2	2	87	1	26	5363	0
2	2	2	88	1	27	5422	0
2	2	2	89	1	28	5402	0
2	2	2	90	1	29	5424	0
2	2	2	91	1	30	5438	0
2	2	2	92	1	31	5516	0
2	2	2	93	1	32	5604	0
2	2	2	94	1	33	5400	0
2	2	2	95	1	34	5462	0
2	2	2	96	1	35	5400	0
2	2	2	97	1	36	5401	0
2	2	2	98	1	37	5400	0
2	2	2	99	1	38	5411	0
2	2	2	100	1	39	5400	0
