<ACTIGRAPH ID=32428>
"PAXSTAT"	"PAXCAL"	"PAXDAY"	"PAXN"	"PAXHOUR"	"PAXMINUT"	"PAXINTEN"	"PAXSTEP"
1	1	3	1	0	0	0	0
1	1	3	2	0	1	0	0
1	1	3	3	0	2	0	0
1	1	3	4	0	3	0	0
1	1	3	5	0	4	0	0
1	1	3	6	0	5	0	0
1	1	3	7	0	6	0	0
1	1	3	8	0	7	0	0
1	1	3	9	0	8	0	0
1	1	3	10	0	9	0	0
1	1	3	11	0	10	0	0
1	1	3	12	0	11	0	0
1	1	3	13	0	12	0	0
1	1	3	14	0	13	0	0
1	1	3	15	0	14	0	0
1	1	3	16	0	15	0	0
1	1	3	17	0	16	0	0
1	1	3	18	0	17	0	0
1	1	3	19	0	18	0	0
1	1	3	20	0	19	0	0
1	1	3	21	0	20	0	0
1	1	3	22	0	21	0	0
1	1	3	23	0	22	0	0
1	1	3	24	0	23	0	0
1	1	3	25	0	24	0	0
1	1	3	26	0	25	0	0
1	1	3	27	0	26	0	0
1	1	3	28	0	27	0	0
1	1	3	29	0	28	0	0
1	1	3	30	0	29	0	0
1	1	3	31	0	30	0	0
1	1	3	32	0	31	0	0
1	1	3	33	0	32	0	0
1	1	3	34	0	33	0	0
1	1	3	35	0	34	0	0
1	1	3	36	0	35	0	0
1	1	3	37	0	36	0	0
1	1	3	38	0	37	0	0
1	1	3	39	0	38	453	8
1	1	3	40	0	39	722	22
1	1	3	41	0	40	0	0
1	1	3	42	0	41	0	0
1	1	3	43	0	42	0	0
1	1	3	44	0	43	0	0
1	1	3	45	0	44	0	0
1	1	3	46	0	45	0	0
1	1	3	47	0	46	0	0
1	1	3	48	0	47	0	0
1	1	3	49	0	48	0	0
1	1	3	50	0	49	0	0
1	1	3	51	0	50	0	0
1	1	3	52	0	51	0	0
1	1	3	53	0	52	0	0
1	1	3	54	0	53	0	0
1	1	3	55	0	54	0	0
1	1	3	56	0	55	0	0
1	1	3	57	0	56	0	0
1	1	3	58	0	57	0	0
1	1	3	59	0	58	0	0
1	1	3	60	0	59	0	0
1	1	3	61	1	0	0	0
1	1	3	62	1	1	0	0
1	1	3	63	1	2	0	0
1	1	3	64	1	3	0	0
1	1	3	65	1	4	0	0
1	1	3	66	1	5	0	0
1	1	3	67	1	6	0	0
1	1	3	68	1	7	0	0
1	1	3	69	1	8	0	0
1	1	3	70	1	9	0	0
1	1	3	71	1	10	0	0
1	1	3	72	1	11	0	0
1	1	3	73	1	12	0	0
1	1	3	74	1	13	0	0
1	1	3	75	1	14	0	0
1	1	3	76	1	15	0	0
1	1	3	77	1	16	0	0
1	1	3	78	1	17	0	0
1	1	3	79	1	18	0	0
1	1	3	80	1	19	0	0
1	1	3	81	1	20	0	0
1	1	3	82	1	21	0	0
1	1	3	83	1	22	0	0
1	1	3	84	1	23	0	0
1	1	3	85	1	24	0	0
1	1	3	86	1	25	0	0
1	1	3	87	1	26	0	0
1	1	3	88	1	27	0	0
1	1	3	89	1	28	0	0
1	1	3	90	1	29	0	0
1	1	3	91	1	30	0	0
1	1	3	92	1	31	0	0
1	1	3	93	1	32	0	0
1	1	3	94	1	33	0	0
1	1	3	95	1	34	0	0
1	1	3	96	1	35	0	0
1	1	3	97	1	36	0	0
1	1	3	98	1	37	0	0
1	1	3	99	1	38	0	0
1	1	3	100	1	39	0	0
1	1	3	101	1	40	0	0
1	1	3	102	1	41	0	0
1	1	3	103	1	42	0	0
1	1	3	104	1	43	0	0
1	1	3	105	1	44	0	0
1	1	3	106	1	45	0	0
1	1	3	107	1	46	0	0
1	1	3	108	1	47	0	0
1	1	3	109	1	48	0	0
