<ACTIGRAPH ID=35199>
"PAXSTAT"	"PAXCAL"	"PAXDAY"	"PAXN"	"PAXHOUR"	"PAXMINUT"	"PAXINTEN"	"PAXSTEP"
1	2	7	1	0	0	0	0
1	2	7	2	0	1	0	0
1	2	7	3	0	2	0	0
1	2	7	4	0	3	0	0
1	2	7	5	0	4	0	0
1	2	7	6	0	5	0	0
1	2	7	7	0	6	0	0
1	2	7	8	0	7	0	0
1	2	7	9	0	8	0	0
1	2	7	10	0	9	0	0
1	2	7	11	0	10	0	0
1	2	7	12	0	11	0	0
1	2	7	13	0	12	0	0
1	2	7	14	0	13	0	0
1	2	7	15	0	14	0	0
1	2	7	16	0	15	0	0
1	2	7	17	0	16	0	0
1	2	7	18	0	17	0	0
1	2	7	19	0	18	0	0
1	2	7	20	0	19	0	0
1	2	7	21	0	20	0	0
1	2	7	22	0	21	0	0
1	2	7	23	0	22	0	0
1	2	7	24	0	23	0	0
1	2	7	25	0	24	0	0
1	2	7	26	0	25	0	0
1	2	7	27	0	26	0	0
1	2	7	28	0	27	0	0
1	2	7	29	0	28	0	0
1	2	7	30	0	29	0	0
1	2	7	31	0	30	0	0
1	2	7	32	0	31	0	0
1	2	7	33	0	32	0	0
1	2	7	34	0	33	0	0
1	2	7	35	0	34	0	0
1	2	7	36	0	35	0	0
1	2	7	37	0	36	0	0
1	2	7	38	0	37	0	0
1	2	7	39	0	38	0	0
1	2	7	40	0	39	0	0
1	2	7	41	0	40	0	0
1	2	7	42	0	41	0	0
1	2	7	43	0	42	0	0
1	2	7	44	0	43	0	0
1	2	7	45	0	44	0	0
1	2	7	46	0	45	0	0
1	2	7	47	0	46	0	0
1	2	7	48	0	47	0	0
1	2	7	49	0	48	0	0
1	2	7	50	0	49	0	0
1	2	7	51	0	50	0	0
1	2	7	52	0	51	0	0
1	2	7	53	0	52	0	0
1	2	7	54	0	53	0	0
1	2	7	55	0	54	0	0
1	2	7	56	0	55	0	0
1	2	7	57	0	56	0	0
1	2	7	58	0	57	0	0
1	2	7	59	0	58	0	0
1	2	7	60	0	59	0	0
1	2	7	61	1	0	0	0
1	2	7	62	1	1	0	0
1	2	7	63	1	2	0	0
1	2	7	64	1	3	0	0
1	2	7	65	1	4	0	0
1	2	7	66	1	5	0	0
1	2	7	67	1	6	0	0
1	2	7	68	1	7	0	0
1	2	7	69	1	8	0	0
1	2	7	70	1	9	0	0
1	2	7	71	1	10	0	0
1	2	7	72	1	11	0	0
1	2	7	73	1	12	0	0
1	2	7	74	1	13	0	0
1	2	7	75	1	14	0	0
1	2	7	76	1	15	0	0
1	2	7	77	1	16	0	0
1	2	7	78	1	17	0	0
1	2	7	79	1	18	0	0
1	2	7	80	1	19	0	0
1	2	7	81	1	20	0	0
1	2	7	82	1	21	0	0
1	2	7	83	1	22	0	0
1	2	7	84	1	23	0	0
1	2	7	85	1	24	0	0
1	2	7	86	1	25	0	0
1	2	7	87	1	26	0	0
1	2	7	88	1	27	0	0
1	2	7	89	1	28	0	0
1	2	7	90	1	29	0	0
1	2	7	91	1	30	0	0
1	2	7	92	1	31	0	0
1	2	7	93	1	32	0	0
1	2	7	94	1	33	0	0
1	2	7	95	1	34	0	0
1	2	7	96	1	35	0	0
1	2	7	97	1	36	0	0
1	2	7	98	1	37	0	0
1	2	7	99	1	38	0	0
1	2	7	100	1	39	0	0
1	2	7	101	1	40	0	0
1	2	7	102	1	41	0	0
1	2	7	103	1	42	0	0
1	2	7	104	1	43	0	0
1	2	7	105	1	44	0	0
1	2	7	106	1	45	0	0
1	2	7	107	1	46	0	0
1	2	7	108	1	47	0	0
1	2	7	109	1	48	0	0
1	2	7	110	1	49	0	0
1	2	7	111	1	50	0	0
1	2	7	112	1	51	0	0
1	2	7	113	1	52	0	0
1	2	7	114	1	53	0	0
1	2	7	115	1	54	0	0
1	2	7	116	1	55	0	0
1	2	7	117	1	56	0	0
1	2	7	118	1	57	0	0
1	2	7	119	1	58	0	0
1	2	7	120	1	59	0	0
1	2	7	121	2	0	0	0
1	2	7	122	2	1	0	0
1	2	7	123	2	2	0	0
1	2	7	124	2	3	0	0
1	2	7	125	2	4	0	0
1	2	7	126	2	5	0	0
1	2	7	127	2	6	0	0
1	2	7	128	2	7	0	0
1	2	7	129	2	8	0	0
1	2	7	130	2	9	0	0
1	2	7	131	2	10	0	0
1	2	7	132	2	11	0	0
1	2	7	133	2	12	0	0
1	2	7	134	2	13	0	0
1	2	7	135	2	14	0	0
1	2	7	136	2	15	0	0
1	2	7	137	2	16	0	0
1	2	7	138	2	17	0	0
1	2	7	139	2	18	0	0
1	2	7	140	2	19	0	0
1	2	7	141	2	20	0	0
1	2	7	142	2	21	0	0
1	2	7	143	2	22	0	0
1	2	7	144	2	23	0	0
1	2	7	145	2	24	0	0
1	2	7	146	2	25	0	0
1	2	7	147	2	26	0	0
1	2	7	148	2	27	0	0
1	2	7	149	2	28	0	0
1	2	7	150	2	29	0	0
1	2	7	151	2	30	0	0
1	2	7	152	2	31	0	0
1	2	7	153	2	32	0	0
1	2	7	154	2	33	0	0
1	2	7	155	2	34	0	0
1	2	7	156	2	35	0	0
1	2	7	157	2	36	0	0
1	2	7	158	2	37	0	0
1	2	7	159	2	38	0	0
1	2	7	160	2	39	0	0
1	2	7	161	2	40	0	0
1	2	7	162	2	41	0	0
1	2	7	163	2	42	0	0
1	2	7	164	2	43	0	0
1	2	7	165	2	44	0	0
1	2	7	166	2	45	0	0
1	2	7	167	2	46	0	0
1	2	7	168	2	47	0	0
1	2	7	169	2	48	0	0
1	2	7	170	2	49	0	0
1	2	7	171	2	50	0	0
1	2	7	172	2	51	0	0
1	2	7	173	2	52	0	0
1	2	7	174	2	53	0	0
1	2	7	175	2	54	0	0
1	2	7	176	2	55	0	0
1	2	7	177	2	56	0	0
1	2	7	178	2	57	0	0
1	2	7	179	2	58	0	0
1	2	7	180	2	59	0	0
1	2	7	181	3	0	0	0
1	2	7	182	3	1	0	0
1	2	7	183	3	2	0	0
1	2	7	184	3	3	0	0
1	2	7	185	3	4	0	0
1	2	7	186	3	5	0	0
1	2	7	187	3	6	0	0
1	2	7	188	3	7	0	0
1	2	7	189	3	8	0	0
1	2	7	190	3	9	0	0
1	2	7	191	3	10	0	0
1	2	7	192	3	11	0	0
1	2	7	193	3	12	0	0
1	2	7	194	3	13	0	0
1	2	7	195	3	14	0	0
1	2	7	196	3	15	0	0
1	2	7	197	3	16	0	0
1	2	7	198	3	17	0	0
1	2	7	199	3	18	0	0
1	2	7	200	3	19	0	0
1	2	7	201	3	20	0	0
1	2	7	202	3	21	0	0
1	2	7	203	3	22	0	0
1	2	7	204	3	23	0	0
1	2	7	205	3	24	0	0
1	2	7	206	3	25	0	0
1	2	7	207	3	26	0	0
1	2	7	208	3	27	0	0
1	2	7	209	3	28	0	0
1	2	7	210	3	29	0	0
1	2	7	211	3	30	0	0
1	2	7	212	3	31	0	0
